genre,title,year,author,publisher,language,format,tags,comments,key,keyword,keyword2,key2,realYear
"Politics, Law, Citizenship, and State",The Hidden Damage,2014,Shazia Yousuf,Guernica Magazine,English,Journal Article,"Conflict, Kashmir",https://www.guernicamag.com/shazia-yousuf-the-hidden-damage/,Violence,violence,state and citizenship,state and citizenship,2014
"Politics, Law, Citizenship, and State",Sexual Violence and Culture of Impunity in Kashmir,2014,Ayesha Pervez,Economic & Political Weekly,English,Journal Article,"Sexual Violence, Kashmir, State",https://www.epw.in/journal/2014/10/commentary/sexual-violence-and-culture-impunity-kashmir.html,Violence,violence,state and citizenship,state and citizenship,2014
"Politics, Law, Citizenship, and State",The Women Rebel and the State: Making War and making peace in Assam,2014,Rakhi Kalita Moral,Economic & Political Weekly,English,Journal Article,"Conflict, Peace, Women",,Violence,violence,state and citizenship,state and citizenship,2014
"Politics, Law, Citizenship, and State",Understanding Rape law Reforms,2014,Pratiksha Baxi,Yojana,English,Journal Article,"Rape Law, Indian Penal Code",,Law,law,violence,violence,2014
"Politics, Law, Citizenship, and State",Localized Agitations in a Globalized Context: A Case Study of Shopian and Bomai,2014,Gowhar Fazili,Sage Publication,English,Book Chapter,"Kashmir, Sexual Violence","Article contained within Civil Wars in South Asia: State, Sovereignty, Development",Violence,violence,activism,activism,2014
"Politics, Law, Citizenship, and State",Life and Dignity: Women's Testimonies of Sexual Violence in Dimapur (Nagaland),2015,Dolly Kikon,North East Social Research Centre,English,Academic Book,"Sexual Violence, Nagaland, Militarisation",,Violence,violence,state and citizenship,state and citizenship,2015
"Politics, Law, Citizenship, and State",Critical Reflections: Exploring the Continuum between Sexuality and Sexual Violence,2015,Partners for Law in Development,Partners for Law in Development,English,Resource Book,"Sexuality, Sexual Violence",,Feminist politics,feminist politics,violence,violence,2015
"Politics, Law, Citizenship, and State",Shopian: Institutional Denial of Justice,2015,Majlis-e-Mashawarat,Jammu Kashmir Coalition of Civil Society (JKCCS),English,Report,"Shopian, Rape, Kashmir",https://jkccs.files.wordpress.com/2017/05/shopian-institutional-denial-of-justice.pdf,Violence,violence,law,law,2015
"Politics, Law, Citizenship, and State",Queer Activism in India: A story in Anthropology of Ethics,2015,Naisargi Dave,Zubaan Books,English,Academic Book,"Queer activism, Anthropology, Lesbian narratives",,Activism,activism,lgbtq narratives,LGBTQ narratives,2015
"Politics, Law, Citizenship, and State",Nothing to Fix: Medicalisation of Sexual Orientation and Gender Identity,2015,"Arvind Narrain, Vinay Chandran (Editors)",Sage Publishing,English,Academic Book,"Gender Identity, Medico-legal politics",,Sexual and reproductive health,sexual and reproductive health,identity,identity,2015
"Politics, Law, Citizenship, and State","Tribal Women Organising for Land Rights in Dahod and Panchmahaals, Gujarat",2016,Sita Mamidipudi,Palgrave Macmillan,English,Book Chapter,"Tribal Women, Eastern Gujarat, Land Rights","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",Feminist politics,feminist politics,identity,identity,2016
"Politics, Law, Citizenship, and State",Securing Land Rights for Women: Government Land Allocation in Odisha,2016,Sonali Mohapatra,Palgrave Macmillan,English,Book Chapter,"Women, Odisha, Land Rights","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",Feminist politics,feminist politics,identity,identity,2016
"Politics, Law, Citizenship, and State",Deserted and Widowed Women’s Struggles for Land and Livelihood: A Case from Maharashtra,2016,Sneha Bhat,Palgrave Macmillan,English,Book Chapter,"Widows, Land Rights, Maharashtra","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",Feminist politics,feminist politics,identity,identity,2016
"Politics, Law, Citizenship, and State","Claiming Space, Claiming Rights: Inheritance and Land Rights for Muslim Women in Uttar Pradesh, India",2016,Niti Saxena,Palgrave Macmillan,English,Book Chapter,"Muslim Women, Land Rights, Uttar Pradesh","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",identity,identity,religion,religion,2016
"Politics, Law, Citizenship, and State",Do You Remember Kunan Poshpora?,2016,"Natasha Rather, Essar Batool, Ifrah Butt, Munaza Rashid, Samreen Mushtaq",Zubaan Books,English,Academic Book,"Kunan Poshpora, Kashmir, Sexual Violence",,Violence,violence,state and citizenship,state and citizenship,2016
"Politics, Law, Citizenship, and State","How A Kashmiri Girl’s Search for a Bathroom Became Truth vs. Lie, Us vs. Them and Patriot vs. Traitor",2016,Shrimoyee Nandini Ghosh,The Ladies Finger,English,Journal Article,"Handwara, Kashmir, Sexual Violence",http://theladiesfinger.com/handwara/,Violence,violence,state and citizenship,state and citizenship,2016
"Politics, Law, Citizenship, and State",The Doubleness of Sexuality: Idioms of Same-Sex Desire in Modern India,2016,Akhil Katyal,New Text,English,Academic Book,Same-sex desire,,desire,desire,lgbtq narratives,LGBTQ narratives,2016
"Politics, Law, Citizenship, and State",Sexualness,2016,Akshay Khanna,New Text,English,Academic Book,"Homosexuality, Law",,Queer movement,queer movement,desire,desire,2016
"Politics, Law, Citizenship, and State","Behold, I Shine: Narratives of Kashmir’s Women and Children",2017,Freny Manecksha,Rupa Publications,English,Non-Fiction,"Kashmir, Armed Conflict",,Violence,violence,state and citizenship,state and citizenship,2017
"Politics, Law, Citizenship, and State",Sexual Violence and Impunity in Bastar: Breaking the Silence,2017,Freny Manecksha,Economic & Political Weekly,English,Journal Article,"Sexual Violence, Chhattisgarh",,Violence,violence,state and citizenship,state and citizenship,2017
"Politics, Law, Citizenship, and State",The Mothers of Manipur: Twelve Women Who Made History,2017,Teresa Rehman,Zubaan,English,Non-Fiction,"AFPSA, Manipur, Imas",,activism,activism,violence,Violence,2017
"Politics, Law, Citizenship, and State","Intimacy Undone: Marriage, Divorce and Family Law in India",2017,Malavika Rajkotia,Speaking Tiger Publishing,English,Academic Book,"Marriage, Divorce, Family Law",,Law,law,identity,identity,2017
"Politics, Law, Citizenship, and State",A bittersweet moment: Indian Governance Feminism and 2013 Rape law reforms,2017,Prabha Kotiswaran,Economic & Political Weekly,English,Journal Article,"Rape law, Governance Feminism, Indian Penal Code",,Law,law,feminist politics,Feminist Politics,2017
"Politics, Law, Citizenship, and State",On Governance Feminism,2017,Ratna Appender,Economic & Political Weekly,English,Journal Article,"Rape law, Governance Feminism, Indian Penal Code",,Law,law,feminist politics,Feminist Politics,2017
"Politics, Law, Citizenship, and State",Prabha Kotiswaran's Response to ' On Governance Feminism',2017,Prabha Kotiswaran,Economic & Political Weekly,English,Journal Article,"Rape law, Governance Feminism, Indian Penal Code",,Feminist Politics,feminist politics,law,Law,2017
"Politics, Law, Citizenship, and State",Contested Space of Democracy in Assam: Women’s Agency for Change,2017,Dolly Phukon,Zubaan,English,Book Chapter,Women and law,"Article contained within Women, Peace, and Security in Northeast India",Activism,activism,law,Law,2017
"Politics, Law, Citizenship, and State","Demobilized, Dispossessed … Disappeared? In Search of ULFA’s Female Ex-combatants",2017,Rakhee Kalita Moral,Zubaan,English,Book Chapter,"ULFA, Female ex-combatants","Article contained within Women, Peace, and Security in Northeast India",Activism,activism,state and citizenship,State and Citizenship,2017
"Politics, Law, Citizenship, and State",Gendered Citizenship and Representation: Women’s Contributions to Peacebuilding in Naga Society,2017,Anungla Aier,Zubaan,English,Book Chapter,"Citizenship, Peacebuilding, Nagaland","Article contained within Women, Peace, and Security in Northeast India",Activism,activism,state and citizenship,State and Citizenship,2017
"Politics, Law, Citizenship, and State",Meira Paibis: Forms of Activism and Representation of Women in Manipur,2017,L. Basanti Devi,Zubaan,English,Book Chapter,"Meira Paibis, Women's movement in Manipur","Article contained within Women, Peace, and Security in Northeast India",Activism,activism,identity,Identity,2017
"Politics, Law, Citizenship, and State",Reimagining the Protesting Mother: Counter-narratives of Women as Citizens,2017,Roma Dey,Zubaan,English,Book Chapter,"Meira Paibis, Women's movement in Manipur, Citizenship","Article contained within Women, Peace, and Security in Northeast India",Activism,activism,state and citizenship,State and Citizenship,2017
"Politics, Law, Citizenship, and State",RAFTO Keynote Lecture,2017,Parveena Ahangar,Lecture transcript accessed from Kashmir Lit,English,Lecture Transcript,"Association of Parents of Disappeared Persons (APDP), Human rights, Women's movement in Kashmir","The lecture was delivered at The 2017 Rafto Conference at Bergen, Norway. 
http://www.kashmirlit.org/parveena-ahangars-rafto-acceptance-speech/ ",Activism,activism,state and citizenship,State and Citizenship,2017
"Politics, Law, Citizenship, and State",Dalit Women: Vanguard of an Alternative Politics in India,2017,"S. Anandhi, Karin Kapadia (editors)",Routledge,English,Academic Book,"Dalit Feminism, Gender Politics, Ethnography",,Caste,caste,feminist politics,Feminist Politics,2017
"Politics, Law, Citizenship, and State","New Intimacies, Old Desires: Law, Culture and Queer Politics in Neoliberal Times",2017,"Oishik Sircar, Dipika Jain (editors)",Zubaan Books,English,Academic Book,"Sexuality, Sexual citizen, Law",,Law,law,desire,Desire,2017
"Politics, Law, Citizenship, and State","Moving from Impunity to Accountability: Women’s Bodies, Identity, and Conflict-related Sexual Violence in Kashmir",2018,Alliya Anjum,Economic & Political Weekly,English,Journal Article,"Kashmir, Sexual Violence, Women and Armed Conflict","Part of Knowing in Our Own Ways: Women and Kashmir, EPW Vol LIIINO 47, Edited by Nitasha Kaul and Ather Zia",Violence,violence,identity,Identity,2018
"Politics, Law, Citizenship, and State",Dimensions of Sexual Violence and Patriarchy in a Militarised State,2018,Essar Batool,Economic & Political Weekly,English,Journal Article,"Kashmir, Sexual Violence, Militarised State","Part of Knowing in Our Own Ways: Women and Kashmir, EPW Vol LIIINO 47, Edited by Nitasha Kaul and Ather Zia",Violence,violence,identity,Identity,2018
"Politics, Law, Citizenship, and State","Muslim Women, Agency and Resistance Politics: The Case of Kashmir",2018,Inshah Malik,Palgrave Macmillan,English,Academic Book,"Muslim women, Kashmir, Resistance Politics",,Activism,activism,identity,Identity,2018
"Politics, Law, Citizenship, and State",Home as the Frontier: Gendered Constructs of Militarised Violence in Kashmir,2018,Samreen Mushtaq,Economic & Political Weekly,English,Journal Article,"Women and Armed Conflict, Gender and Security, Kashmir, Militarised State","Part of Knowing in Our Own Ways: Women and Kashmir, EPW Vol LIIINO 47, Edited by Nitasha Kaul and Ather Zia",Violence,violence,identity,Identity,2018
"Politics, Law, Citizenship, and State",Women in Resistance: Narratives of Kashmiri Women’s Protests,2018,Mir Fatimah Kanth,Economic & Political Weekly,English,Journal Article,"Kashmir, Kashmiri Women, Resistance Politics","Part of Knowing in Our Own Ways: Women and Kashmir, EPW Vol LIIINO 47, Edited by Nitasha Kaul and Ather Zia",Activism,activism,feminist politics,Feminist Politics,2018
"Politics, Law, Citizenship, and State",Reading and Misreading Mothers of Manipur,2018,Soibam Haripriya,Riaot ,English,Journal Article,"Imas, Manipur, Women's Movement in Manipur",,Feminist Historiography,feminist historiography,feminist politics,Feminist Politics,2018
"Politics, Law, Citizenship, and State",The Rape Law and Constructions of Sexuality,2018,Madhu Mehra,PLD,English,Resource Book,"Rape Law, Indian Penal Code, Sexuality",,Law,law,feminist politics,Feminist Politics,2018
"Politics, Law, Citizenship, and State",On Kashmiri Sikh women and their experiences with militarization,2019,Khushdeep Kaur Malhotra,Wande Magazine,English,Journal Article,"Kashmiri Sikh Women, Militarisation, interviews",https://www.wandemag.com/kashmiri-sikh-women-and-their-experiences-with-militarization/,Identity,identity,violence,Violence,2019
"Politics, Law, Citizenship, and State","Caste and Gender in Contemporary India: Power, Privilege and Politics",2019,"Supurna Banerjee, Nandini Ghosh (editors)",Routledge,English,Academic Book,"Caste, Dalit Women, Muslim Women, Social Anthropology",,Caste,caste,religion,Religion,2019
"Politics, Law, Citizenship, and State","Queer Studies: Texts, Contexts and Praxis",2019,"Kaustuv Bakshi, Rohit K Dasgupta (editors)",Orient Blackswan,English,Academic Book,"Queer representation, Sexual citizenship, Activism",,Queer Movement,queer movement,activism,Activism,2019
"Politics, Law, Citizenship, and State",Marriage of convenience,2019,Meghna Mehra,Turquoise Publications,English,Academic Book,"Section 377, Queer lives",,Society,society,lgbtq narratives,LGBTQ Narratives,2019
"Politics, Law, Citizenship, and State",Gulabi Baghi,2019,Owais (editor),Queer Ink,English,Academic Book,"Gender and sexual identities, Activism,",,LGBTQ Narratives,lgbtq narratives,activism,Activism,2019
"Politics, Law, Citizenship, and State",Armed Ethnic Conflicts in Northeast India and Resurgence of Women’s Movement,2020,Binalaxmi Nepram,Springer,English,Book Chapter,"Women's Movement in India, Women and Armed Conflict",Part of Minorities and Populism: Critical Perspectives form South Asia and Europe,Violence,violence,feminist historiography,Feminist Historiography,2020
"Politics, Law, Citizenship, and State","The Myth of Empowerment: Gender, Conflict, and ‘Development’ in Kashmir",2020,Samreen Mushtaq,Springer,English,Book Chapter ,"Kashmir, Gender and the Development Discourse",Part of Minorities and Populism: Critical Perspectives form South Asia and Europe,Identity,identity,violence,Violence,2020
"Politics, Law, Citizenship, and State","Alien of Extraordinary Ability: An Indigenous Woman Human Rights Defender from Manipur and Story of Activism, Exile and Survival",2020,Binalaxmi Nepram,New York Universal Publishing House,English,Academic Book,"Women's Movement in Manipur, Activism, Women's Rights",,Activism,activism,feminist hisoriography,Feminist Hisoriography,2020
"Politics, Law, Citizenship, and State","Transgender Rights in South Asia: Trends, Crises, and Opportunities",2020,"Partners for Law in Development, Varta Trust","PLD, Varta Trust",English,Report,"Transgender Rights, South Asia",,Queer Movement,queer movement,law,Law,2020
"Politics, Law, Citizenship, and State","Gender, Violence and Governmentality: Legal and Policy Initiatives in India",2020,Skylab Sahu,Routledge,English,Academic Book,"Gender and sexuality, Social policy and politics, Gender Based Violence",,Law,law,feminist politics,Feminist Politics,2020
"Politics, Law, Citizenship, and State",Sex and the Supreme Court: How the Law is Upholding the Dignity of the Indian Citizen,2020,Saurabh Kirpal (Editor),Hachette UK,English,Academic Book,"Gender and Sexuality, Indian Penal Code",,Law,law,state and citizenship,State and Citizenship,2020
"Politics, Law, Citizenship, and State","Guruswamy and Katju, Your Rainbow Doesn't Hide Your Casteism",2020,"Akhil Kang, Vqueeram Aditya Sahai",Akademi Mag,English,Journal Article,"LGBTQ Movement, Caste, Law, Same-sex marriage rights",,Caste,caste,queer movement,Queer Movement,2020
"Politics, Law, Citizenship, and State",Out of line and offline: Queer Mobilizations in 90's Eastern India,2020,Pawan Dhall,Seagull Books,English,Academic Book,"Queer mobilisation, LGBT movement in India, History",,Queer Movement,queer movement,feminist historiography,Feminist Historiography,2020
"Politics, Law, Citizenship, and State","Construction(s) of Female Criminality: Gender, Caste and State Violence",2021,"Nikita Sonavane, Srujana Bej, Ameya Bokil",Economic & Political Weekly,English,Journal Article,"Female Criminality, Criminal Law, Caste, State Repression",,Caste,caste,law,Law,2021
"Politics, Law, Citizenship, and State",Unacceptable Citizens: Queer communities and Homonationalism in India,2021,Himadri Roy,Routledge,English,Book Chapter,"Queer Communities, Homonationalism",Article contained within Nationalism in India: Texts and Contexts,Identity,identity,state and citizenship,State and Citizenship,2021
"Politics, Law, Citizenship, and State",Why should Marital Rape Exception be removed?,2021,Ayushi Agarwal,Economic & Political Weekly,English,Journal Article,"Marital Rape, Indian Penal Code",,Law,law,violence,Violence,2021
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Gender and the Development Discourse,Towards Equality: Report of the Committee on the Status of Women in India,1990,"Phulrenu Guha, Maniben Kara, Savitri Shyam, Neera Dogra, Vikram Mahajan, Leela Dube, Sakina A. Hasan, Urmila Haksar, Lotika Sarkar, Vina Mazumdar","Ministry of Education and Social Welfare, Department of Social Welfare, Government of India",English,Report,"Women's rights, Gender equality",,Law,law,development,Development,1974
Gender and the Development Discourse,Women's Studies in India: Some Perspectives,1990,Maithreyi Krishnaraj (editor),Sangam Books Ltd,English,Academic Book,Women's Studies,,Feminist Historiography,feminist historiography,feminist politics,Feminist Politics,1987
Gender and the Development Discourse,Women and AIDS - Denial and Blame,1990,"Arun Bhandari, Manoj, D. Dalip, Dr. P.S. Sahni, Dr. J.P. Jain, Renu, J.S. Kohli, Shalini, Lalitha S.A, Siddhartha Gautam",AIDS Bhedbhav Virodhi Andolan,English,Report,"HIV/AIDS, Women and Health care",,Sexual and Reproductive Health,sexual and reproductive health,,,1990
Gender and the Development Discourse,Women and Violence: A country Report,1991,Maithreyi Krishnaraj (editor),SNDT University Press,English,Report,"Gender Based Violence, Violence, Gender",,Violence,violence,,,1991
Gender and the Development Discourse,Women's Studies and the Women's Movement in India: An Interview,1994,Vina Mazumdar,Women's Studies Quarterly,English,Academic Book,"Women's Movement, Women's Studies",,Feminist Historiography,feminist historiography,feminist politics,Feminist Politics,1994
Gender and the Development Discourse,Whatever Happened to the Dreams of Modernity? The Nehruvian Era and Woman's Position,1998,Nirmala Banerjee,Economic & Political Weekly,English,Journal Article,"Nehru, Women's Rights",,Development,development,feminist historiography,Feminist Historiography,1998
Gender and the Development Discourse,Education in Human Sexuality: A Sourcebook for Educators,1998,Dhun Panthaki,Family Planning Assoc. of India,English,Resource Material,Sexuality in Education,,Sexual and Reproductive Health,sexual and reproductive health,society,Society,1998
Gender and the Development Discourse,And Who Will Make The Chapatis?,1998,Bikshakha Datta (editor),Stree Publications,English,Academic Book,"All-women Political Panchayats, Maharashtra",,Feminist Politics,feminist politics,law,Law,1998
Gender and the Development Discourse,"Interrogating Women's Education: Bounded Visions, Expanding Horizons",2001,Karuna Chanana,Rawat Publications,English,Academic Book,Women and Education,,Feminist Historiography,feminist historiography,development,Development,2001
Gender and the Development Discourse,Enduring Conundrum: India`s Sex Ratio: Essays in Honour of Asok Mitra,2001,"Vina Mazumdar, N. Krishnaji (editors)",Rainbow Publishers,English,Academic Book,"Sex Ratio, Women",,Society,society,development,Development,2001
Gender and the Development Discourse,Constituting  Feild: Women's Studies in Higher Education,2002,Rekha Pappu,Sage Publications,English,Journal Article,"Emergence of women's studies, Gender, Education",,Development,development,society,Society,2002
Gender and the Development Discourse,"Development, Ethnicity and Gender : Select Essays on Tribes in India",2003,Tiplut Nongbri,Rawat Publications,English,Academic Book,"Ethnic Relations, Gender and Development",,Development,development,identity,Identity,2003
Gender and the Development Discourse,"Stepping Out, Life and Sexuality in Rural India",2003,Mrinal Pande,Penguin Books,English,Academic Book,"Health care, Reproductive health, Women, Rural India",,Sexual and Reproductive Health,sexual and reproductive health,society,Society,2003
Gender and the Development Discourse,Narratives from the Women's Studies Family: Recreating Knowledge,2003,"Devaki Jain, Pam Rajput (editors)",Sage Publications,English,Academic Book,"Women's Studies, Gender, Education",,Society,society,feminist historiography,Feminist Historiography,2003
Gender and the Development Discourse,"Individuals, Householders, Citizens: Malayalees and Family Planning 1930s-1970",2008,J. Devika,Zubaan,English,Academic Book,"Kerela, Social Development, Kerela Model",,Development,development,sexual and reproductive health,Sexual and Reproductive Health,2008
Gender and the Development Discourse,"Marriage, Migration and Gender",2008,"Rajni Palriwala, Patricia Uberoi (editors)",Sage Publications,English,Academic Book,"Women, Marriage, Migration, Kinship",,Development,development,society,Society,2008
Gender and the Development Discourse,Women's Studies in India: A Reader,2008,Mary E John (editor),Penguin India,English,Academic Book,"Introduction to feminism , feminist themes",,Feminist Historiography,feminist historiography,feminist politics,Feminist Politics,2008
Gender and the Development Discourse,Gender Discrimination in Land Ownership,2009,Prem Chowdhry (editor),Sage Publications  ,English,Academic Book,"Gender, Women and Land Rights",,Development,development,violence,Violence,2009
Gender and the Development Discourse,Textbook Regimes: A Feminist Critique of Nation and Identity,2010,"Dipti Bhog, Disha Mullick, Purwa Bharadwaj, Jaya Sharma",Nirantar,English,Academic Book,"Gender in Education, Education System in India",,State and Citizenship,state and citizenship,identity,Identity,2010
Gender and the Development Discourse,Harvesting Feminist Knowledge for Public Policy: Rebuilding Progress ,2011,"Devaki Jain, Diane Elson (editors)",Sage Publications,English,Academic Book,"Public Policies, Women's Studies",,Feminist Politics,feminist politics,development,Development,2011
Gender and the Development Discourse,Manavi Laingikata ek Prathamik Olakh,2011,Bindumadhav Khire,Sampathik Trust,Marathi,Resource Book,"Sexuality Studies, Sexual and Reproductive Health",,Sexual and Reproductive Health,sexual and reproductive health,,,2011
Gender and the Development Discourse,Those Who Did Not Die: Impact of the Agrarian Crisis on Women in Punjab,2012,Ranjana Padhi,SAGE India,English,Academic Book,"Agrarian Crisis, Women, Punjab",,Development,development,society,Society,2012
Gender and the Development Discourse,Cartographies of Empowerment: The Story of Mahila Samakhya,2012,"Kameshwari Jandhyala, Vimala Ramachandran (editors)",Zubaan,English,Academic Book,"Mahila Samakhya, Women's Movement in India, Work and Economics",,Feminist Historiography,feminist historiography,development,Development,2012
Gender and the Development Discourse,A People Stronger: The collectivization of MSM and TG groups in India ,2012,"Suneeta Singh, Sangita Dasgupta, Pallav Patankar, Minati Sinha",Sage India,English,Academic Book,"HIV/AIDS Prevention and Care sector, MSM, TG, Social movements",,Activism,activism,sexual and resproductive health,Sexual and Resproductive Health,2012
Gender and the Development Discourse,Women's Agency and Social Change: Assam and Beyond,2013,Meeta Deka,Sage publications India,English,Academic Book,"Women's Rights, Assam",,Identity,identity,activism,Activism,2013
Gender and the Development Discourse,Engaging with Empowerment : An intellectual and experential journey,2013,Srilatha Batliwala,Women Unlimited,English,Academic Book,"Women Empowerment, Women's Rights",,Activism,activism,feminist politics,Feminist Politics,2013
Gender and the Development Discourse,"Gender, Sexuality and HIV/AIDS
Exploring Politics of Women’s Health in India",2015,Skylab Sahu,Sage Publications,English,Academic Book,"Health care, Women, HIV/AIDS",,Sexual and Reproductive Health,sexual and reproductive health,society,Society,2015
Gender and the Development Discourse,I Am the Man for the Job: The Challenges of Coming Out as a Female-to-Male Transgender in the Indian Organizational Space,2016,"Animesh Bahadur, Kunal Kamal Kumar",Springer,English,Book Chapter,"Transmen narratives, Gender Discrimination in Office Spaces",Article contained within Sexual Orientation and Transgender Issues in Organizations,LGBTQ Narratives,lgbtq narratives,violence,Violence,2016
Gender and the Development Discourse,Passing in Corporate India: Problematizing Disclosure of Homosexuality at the Workplace,2016,"Rahul Mitra, Vikram Doctor",Springer,English,Book Chapter,"Corporate India, Homosexuality",Article contained within Sexual Orientation and Transgender Issues in Organizations,LGBTQ Narratives,lgbtq narratives,violence,Violence,2016
Gender and the Development Discourse,"Against the Grain: Indian Women Negotiate Land, Labour and Livelihoods in the New Millennium",2016,Meena Gopal,Palgrave Macmillan,English,Book Chapter,"Women's Rights, Social Change, Labour Market","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",Development,development,feminist politics,Feminist Politics,2016
Gender and the Development Discourse,Nhavi Women in Pune City: Renegotiating New Opportunities for Livelihood,2016,Archana Zende,Palgrave Macmillan,English,Book Chapter,"Nhavi Women, Pune, Caste System","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",Caste,caste,development,Development,2016
Gender and the Development Discourse,Savitri Bhai Phule Rachna Samagra,2017,Rajni Tilak,,Hindi,Academic Book,"Savitri Bhai Phule, Women and Education",Compiled and translated works of Dalit activist Savitribai Phule,Caste,caste,development,Development,2017
Gender and the Development Discourse,Critique of Statist Narrative of Women Empowerment in Kashmir,2018,"Samreen Mushtaq, Syed Rabia Bukhari",Economic & Political Weekly,English,Journal Article,"Women Empowerment, Indian State, Kashmir",,State and Citizenship,state and citizenship,development,Development,2018
Gender and the Development Discourse,Involving Men in Sharing the Contraceptive Burden: Experiences from a Community Intervention with Men in Madhya Pradesh,2018,"Sana Contractor, Shreeti Shakya, Satish Kumar Singh, Mahendra Kumar",Routledge,English,Book Chapter,"Madhya Pradesh, Birth Control, Men","Article contained in Global Masculinities: Interrogations and reconstructions
Interrogations and Reconstructions",Sexual and Reproductive Health,sexual and reproductive health,society,Society,2018
Gender and the Development Discourse,"Institutionalisation of Women's Studies Research Centre, Gauhati University: A Struggle for Space and Identity",2018,"Dipmala Dutta, Polly Vauquline","Space and Culture, India",English,Journal Article,"Women's Studies Research Centre, Women's Studies in India",,Feminist Politics,feminist politics,,,2018
Gender and the Development Discourse,Politics of Precarity: Gendered Subjects and the Health Care Industry in Contemporary Kolkata,2019,Panchali Ray,Oxford University Press,English,Academic Book,"Labour Politics, Health Care, Kolkata",,Sexual and Reproductive Health,sexual and reproductive health,development,Development,2019
Gender and the Development Discourse,The legal Right to Housing in India,2019,Anindita Mukherjee,Cambridge University Press,English,Academic Book,Right to Housing,,Law,law,development,Development,2019
Gender and the Development Discourse,Gendering of Development Data in India: Beyond the Binary,2020,Brindaalakshmi.K,Centre for Internet and Society,English,Report,"Sex, Gender, Data Collection",https://cis-india.org/raw/files/brindaalakshmi-k-gendering-of-development-data-in-india-beyond-the-binary-1,Development,development,society,Society,2020
Gender and the Development Discourse,Violence against Women and Girls: Understanding Responses and Approaches in the Indian Health Sector ,2020,"Sangeeta Rege, Padma Bhate-Deosthali, T K Sundari Ravindran (editors)",Routledge,English,Academic Book,"Health care in India, Gender Based Violence",,Sexual and Reproductive Health,sexual and reproductive health,violence,Violence,2020
Gender and the Development Discourse,Women in the Worlds of Labour: Interdisciplinary and Intersectional Perspectives,2021,"Mary E. John, Meena Gopal (editors)",Orient BlackSwan,English,Academic Book,"Labour Politics, Work and Economics, Women and Work",,Development,development,feminist politics,Feminist Politics,2021
Gender and the Development Discourse,Scaling up the Health systems response to Violence against Women: Lessons from Hospital intervention in Maharashtra,2021,"CEHAT, World Health Organization, Human Reproduction Programme",World Health Organisation,English,Report,"Gender Based Violence, Gender and Health, Violence Against Women",,Violence,violence,sexual and reproductive health,Sexual and Reproductive Health,2021
Gender and the Development Discourse,Shareer ki Jaankari,"1998, 1999, 2000, 2002, 2005",75 women participants in the Women's Development Programme Rajasthan,Kali for Women,"Hindi, Gujarati, Oriya, Bengali, Marathi, English",Resource Material,"Sex Education, Rural Women",https://mahilajanadhikar.org/publications/,Sexual and Reproductive Health,sexual and reproductive health,society,Society,"1998, 1999, 2000, 2002, 2005"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Masculinities,Colonial Masculinity: The Manly Englishman and the Effiminate Bengali in the Late Ninteenth Century,1995,Mrinalini Sinha,Manchester University Press,English,Academic Book,"Masculinity, Colonialism, Imperialism",,Feminist historiography,feminist historiography,society,Society,1995
Masculinities,"The Garden of Rational Delights: The Nation as Experiment, Science as Masculinity",1996,Sanjay Srivastava,Social Analysis: The International Journal of Anthropology,English,Journal Article,"Masculinity Politics, Masculine Cultures",,State and Citizenship,state and citizenship,feminist historiography,Feminist historiography,1996
Masculinities,"Circumcision, Body and Community",1996,Deepak Mehta,Contributions to Indian Sociology,English,Journal Article,"Circumcision, Musalmani, Barabanki, Uttar Pradesh",,Sexual and Reproductive Health,sexual and reproductive health,religion,Religion,1996
Masculinities,"From Violence to Supportive Practice: Family, Gender, and Masculinities in India",2002,Radhika Chopra (editor),"United Nations Development Fund for Women, South Asia",English,Academic Book,"Gender Politics, Family, Violence",,Society,society,violence,Violence,2002
Masculinities,"Sexual Sites, Seminal Attitudes: Sexualities, Masculinities and Culture in South Asia",2004,Sanjay Srivastava,SAGE ,English,Academic Book,"Sexualities, Sexual Sites",,Feminist Historiography,feminist historiography,society,Society,2004
Masculinities,Exploring Masculinity,2004,Kamla Bhasin,Women Unlimited,English,Academic Book,"Gender Relations, Hegemonic Masculinity, Militant Masculinity, Bourgeois Masculinity",,Feminist Politics,feminist politics,desire,Desire,2004
Masculinities,"Make Me a Man!: Masculinity, Hinduism, and Nationalism in India",2005,Sikata Banerjee,State University of New York Press,English,Academic Book,"Masculinity, Hinduism, Nationalism",,Identity,identity,religion,Religion,2005
Masculinities,Crisis of Masculinity in Haryana,2005,Prem Chowdhry,Economic & Political Weekly,English,Journal Article,"Gender Equations, Haryana",,Violence,violence,development,Development,2005
Masculinities,Competing Masculinities in a Prison,2006,Mahuya Bandyopadhyay,Men and Masculinities,English,Journal Article,"Prison, Male Spaces, Kolkata",,Violence,violence,law,Law,2006
