region,Latitude,Longitude,scatterLat,scatterLong,count,name,location,type,active,contact,programs,keywords,keyword2,keyword3,id,color
Karnataka,15.3172775,75.7138884,15.1172775,75.9138884,7,"Deoartment of PG studies and research in Women's Studies, Gulbarga University",https://gug.ac.in/load?menu=m03&page=fss-women-studies,Academic/ Research Centre,NA,NA,"MA, Mphil and PhD in Women's Studies. Thrust areas in the field of Women and Empowerment, Gender and Empowerment of law, Women and environment , Women and NGO",Education,Research,,123,#79A5AE
Karnataka,15.3172775,75.7138884,15.1172775,75.9638884,8,"Centre for Women's Studies, Bangalore University",https://eng.bangaloreuniversity.ac.in/women-studies/,Academic/ Research Centre,2001,dept.womenstudies@bub.ernet.in,MA in women's studies,Education,Research,,124,#79A5AE
Karnataka,15.3172775,75.7138884,15.1172775,76.0138884,9,WHaQ! ,http://whaq.blogspot.com/,Service Provider,2014,whaqbangalore@gmail.com,"Support space for women loving women, includes meetings, social meetups and fitness groups",LGBTQ Rights,Support Services,Advocacy,125,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.5638884,10,"Solidarity Foundation: For The Dignity of Sex Workers, Gender and Sexual Minorities",https://www.solidarityfoundation.in/,NGO,2013,solidarityfoundation2013@gmail.com,1. Crisis Intervention. 2. Expanding Livelihood Options 3. Advocacy for children of sex workers 4. Corporate Involvement,Sex Workers,Advocacy,Capacity Building,126,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.6138884,11,Aravani Art Project,https://aravaniartproject.com/,collective,2016,https://aravaniartproject.com/contact-us,"Multiple art installations and solo/group exhibitions/workshops with NGO's, Art festivals etc across South and western India. ",LGBTQ Rights,Advocacy,,127,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.6638884,12,"Ondede: Dignity, Voice and Sexuality",https://ondede.wordpress.com/about/,NGO,2015,ondededvs@gmail.com,Programs to strengthen the linkages between multiple stake holders in the development sector.,Advocacy,Research,,128,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.7138884,13,Ashodaya Samiti,http://www.ashodayasamithi.org/frontend/httpdocs/,NGO,2005,9916930313,1. Social entrepreneurship by sex workers. 2. PreP tablets for people at higher risk of HIV/AIDS,HIV/AIDS Prevention,Sex Workers,Advocacy,129,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.7638884,14,Sahodari Foundation,https://sahodari.org/,NGO,2008,reachsahodari@gmail.com,"1. Redwall Project:The RedWall is an artivism project initiated by Trans rights activist and artist Kalki Subramaniam to empower the voices of the under privileged women, non-binary and gender-diverse people of India against sexual abuse and assault. 2.The Thoorikai project: The Thoorikai Project encourages Trans people to use art to channel their experiences into tangible forms of work",LGBTQ Rights,Sex Workers,,130,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.8138884,15,Vimochana,https://www.vimochana.co.in/,NGO,1979,vimochana79@gmail.com,"1. Campaign on Dowry Violence and Unnatural Deaths of women in marriage. 2. Campaign against declining sex ratios in the districts of Mandya, Ramnagar and Channapatna. 3. Fortnight campaigns against early marriage/child marriage in tribal communities of Mysore and Kodagu. 4. Campaign on Prevention of sexual harassment act. 5. Nun So Powerful: Women's platform for justice. 6. Batein Aman Ki: Dialogue to safeguard constitutional values. 7. Campaigns against Dilution of 498A. ",Gender Sensitisation,Sexual Abuse Prevention,Advocacy,131,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.8638884,16,Maara: A Media and Arts Collective,https://www.maraa.in/,Collective,2008,INFO@MARAA.IN,"1. Bevaru: Bevaru is a bi-monthly newspaper dedicated to the struggles and resilience of the women workers in Bangalore, particularly sex workers, garment workers, domestic workers and powrakarmikas (waste pickers). 2. Chu Kar Dekho: Performative exploration of gender based violence. 3. Kaay Boltay: Experiment in creative protest with an emphasis on Comedy. ",Women's Rights,Advocacy,Gender Sensitisation,132,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.9138884,17,Centre for Law and Policy Research,https://clpr.org.in/,Service Provider,2015,reachout@clpr.org.in,Focus on areas like 1.Constitutional Culture. 2.Governance Reform. 3. Disability Rights. 4. Gender and Sexuality. 5. Transgender rights. 6. Discrimination and intersectionality,Research,Advocacy,,133,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,75.9638884,18,Sangama,http://sangama.org/,NGO,1999,sangama@sangama.org,1. Campaign for sexual minority rights. 2. Advocacy and campaign for repeal of section 377 of Indian Penal Code. 3. Campaign for sex workers' rights. 4. HIV/AIDS Health campaign. ,Sex Workers,LGBTQ Rights,Advocacy,134,#79A5AE
Karnataka,15.3172775,75.7138884,15.1672775,76.0138884,19,Hidden Pockets Collective,https://www.hidden-pockets.com/,Non-profit Organisation,2016,jasmine@hidden-pockets.com,Programs on sexual and reproductive health,Sexual and Reproductive Health,Support Services,,135,#79A5AE
Karnataka,15.3172775,75.7138884,15.2172775,75.5638884,20,Swabhava,http://swabhava.org/,Service Provider,1999,swabhavatrust@gmail.com,"Programs to enhance access to social, medical and legal support to LGBTQ people in Bangalore",LGBTQ Rights,Advocacy,,136,#79A5AE
Karnataka,15.3172775,75.7138884,15.2172775,75.6138884,21,Mobbera Foundation,https://mobberafoundation.com/,NGO,2015,mobberafoundation@gmail.com,"1. Shiksha sthaan: Siksha Sthaan aspires to provide training in various skill sets that will enhance the knowledge curve through a productive workshop environment, guided by trained candidates to teach a skill, which improves the scope of career opportunities. 2: Project Upadhi: We hope to take a stride in the path of creating equal opportunities for everyone regardless of their gender or sex. Through this project we aim to locate job opportunities for members of the queer community and aid them in progressing towards financial independence and self-reliance. 3.Khairiyat: A HIV initiative by Mobbera Foundation Create awareness, and to provide a platform for HIV +ve folks for any support they require, right from testing to providing medical supplies and counselling (mental / nutrition / overall health).",Capacity Building,LGBTQ Rights,HIV/AIDS Prevention,137,#79A5AE
Karnataka,15.3172775,75.7138884,15.2172775,75.6638884,22,Indian Institute of Human Settlement( IIHS),,Academic/ Research Centre,2008,pvasanth@iihs.co.in,"BA, MA and Doctoral programme in Urban Practice. A year long Fellowship in Urban Practice",Research,Education,,138,#79A5AE
Karnataka,15.3172775,75.7138884,15.2172775,75.7138884,23,Hasiru Dala,https://hasirudala.in/,NGO,2011,info@hasirudala.in,"Programs on Livelihood, Housing, Social Security, Zero Waste, Health of Waste pickers. ",Advocacy,Capacity Building,Research,139,#79A5AE
Karnataka,15.3172775,75.7138884,15.2172775,75.7638884,24,Vidyaranya Foundation,https://www.vidyaranya.org/,NGO,1991,https://www.vidyaranya.org/contact-us/,"1. Ujjwala: Ujjwala is our initiative that focuses on victims of trafficking through rehabilitation centres. Vidyaranya has impacted over 380 women since its inception in 2008 2. Swadhar: Swadhar is an institute that targets the well-being of widows, sexual victims, survivors of natural calamities, and exploited women, who are disowned and uncared by their families and relatives. 3. Spandana Hostel: Spandana Hostel for Disabled Students, Trainees and Working Women",Sexual Abuse Prevention,Support Services,Advocacy,140,#79A5AE
Kerala,10.8505159,76.2710833,10.8505159,76.2710833,0,"Women's Studies Centre , Cochin University of Science and Technolongy ",https://wsc.cusat.ac.in/,Academic/ Research Centre,2010,wsc.cusat@gmail.com,"The Centre's primary engagement is organising conferences, Seminars, Workshops and other activities related to gender sensitization and awareness of gender related issues in the university",Gender Sensitisation,Research,Education,141,#79A5AE
Kerala,10.8505159,76.2710833,10.6505159,76.1710833,1,"Department of Women's Studies, University of Calicut",https://womenstudies.uoc.ac.in/,Academic/ Research Centre,2005,wshod@uoc.ac.in,"The Department offers MA, Mphil and Phd in women's Studies. ",Education,Research,,142,#79A5AE
Kerala,10.8505159,76.2710833,10.6505159,76.2210833,2,Thulyata Mahila Samajam,NA,NGO,1997,"thulyatamahilasamaj@gmail,com",NA,Self Help Groups,,,143,#79A5AE
Kerala,10.8505159,76.2710833,10.6505159,76.2710833,3,Anweshi Women's Counselling Centre,https://anweshi.org/,NGO,1993,info@anweshi.org,"1. Counseling and legal aid to abused and persecuted women. 2. Work with Kerala's acclaimed decentralized government bodies, 3. Short Stay homes. 4: Education and activism.",Advocacy,Support Services,Legal Aid,144,#79A5AE
Kerala,10.8505159,76.2710833,10.6505159,76.3210833,4,Navjyothi Mahila Samajam,NA,NGO,1998,Mobile no: +91 9539985678,NA,Self Help Groups,,,145,#79A5AE
Kerala,10.8505159,76.2710833,10.6505159,76.3710833,5,Sahayatrika,https://www.facebook.com/sahayatrika.shr/,NGO,2002,sahayatrika@gmail.com,Counselling services; community organising and awareness through public events and collaborations,LGBTQ Rights,Advocacy,,146,#79A5AE
Kerala,10.8505159,76.2710833,10.6505159,76.4210833,6,Sakhi: Women's Resource Centre,http://sakhikerala.org/about-us/,NGO,1996,sakhikerala@gmail.com,"1. Training and Capacity Building. 2. Research Program with an emphasis on the following themes: Gender and climate change
Social construction of self-image among adolescent girls in Kerala
Sexual abuse of girl children
Determinants and consequences of women’s work in the unorganized sector
Non-party political process and women’s participation
Resource directory on Support services for women victims of violence
GIS based information systems on Panchayats
Political decentralisation and the Primary health care system in Kerala
Study on Cashew Sector
Study on gender based Violence
Study on maternal protectio",Capacity Building,Advocacy,Women's Rights,147,#79A5AE
Kerala,10.8505159,76.2710833,10.6505159,76.4710833,7,Sarojini Naidu Mahila Samajam,NA,NGO,NA,rema00814@gmail.com,NA,Self Help Groups,,,148,#79A5AE
Kerala,10.8505159,76.2710833,10.6505159,76.5210833,8,Queerala,http://queerala.org/about-us/,NGO,2014,queerala2014@gmail.com,"Capacity building and awareness through community gatherings and events, disseminating national and international LGBTIQ news in English and Malayalam, providing support services, assisting research projects on LGBTIQ issues ",LGBTQ Rights,Advocacy,Support Services,149,#79A5AE
Kolkata,22.53673645,88.33402585,22.53673645,88.33402585,0,"Women's Studies Research Centre, University of Calcutta",https://www.caluniv.ac.in/academic/women-studies.html,Academic/ Research centre,1989,kswsrc@caluniv.ac.in kankana_wsrc@yahoo.co.in,"1. Master of Philosophy in Women's Studies
2. Doctor of Philosophy in Women's Studies
3. Research work with a focus on gender, society, development, history, education, literature, and media studies
4. Conferences, seminars, film screenings, consultation, and lectures on issues like women empowerment, disability studies, Convention on the Elimination of all forms of Discrimination Against Women (CEDAW), Gender and labour, and Gender Based Violence",Education,Research,,150,#79A5AE
Maharashtra,19.7514798,75.7138884,19.7514798,75.7138884,0,Krantijyoti Svitribai Phule Women's Studies Centre,http://www.unipune.ac.in/snc/womens_studies_centre/default.htm,Academic/ Research centre,1987,wsc@unipune.ac.in,"MA in Gender, Culture and Development Studies, Mphil in Gender/Women's Studies, Post Graduate Interdiscplinary Diploma in gender, Culture and Development , Post Graduate Interdiscplinary Certificate course in Women's Studies. Interdiscplinary Diploma in Gender",Education,Research,,151,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,75.6138884,1,"Department of Gender and Women's Studies, Sant Gadge Baba Amravati University",https://www.sgbau.ac.in/departments/GenderAndWoman/Default.aspx,Academic/ Research centre,2010,reg@sgbau.ac.in,"MA in Gender and Women's Studies. Thrust areas of research include Gender and Higher education, Family, Kinship, Gender and Literature, Gender and Development",Education,Research,,152,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,75.6638884,2,"the Centre for Women's Studies and Development, RTM University",https://www.nagpuruniversity.ac.in/index.php/otherdepartment/Contentpage/index/Ri94bXErSUpWZjlQWlZYTzZ3PT0%3D/RlBrcXZ1cEdTZnhTWlZRPQ%3D%3D/en,Academic/ Research centre,2005,svdesh@gmail.com,1. PG Diploma in Women's Studies 2. Research projects to highlight women's issues,Education,Research,,153,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,75.7138884,3,SNDT Women's University ,https://sndt.ac.in/programmes/master-degree-courses/ma-in-womens-studies,Academic/ Research centre,,rcws@sndt.ac.in,"MA, PhD in Women's Studies",Education,Research,,154,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,75.7638884,4,The Godrej India Culture Lab ,https://indiaculturelab.org/about/,Collective,2011,indiaculturelab@godrejinds.com,"1. Leadership programme 2. Summer fellowships to study contemporary issues in India 3. Events on sexuality and gender diversity, gender-themed newsletters",Advocacy,Capacity Building,Gender Sensitisation,155,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,75.8138884,5,Jnanapravaha,https://www.jp-india.org/#,Academic/ Research centre,2007,info@jp-india.org,"Offers Post Graduate programs in Indian Aesthetics,
Criticism And Theory
Aesthetics, Criticism And Theory (ACT)
Southeast Asian Art And Architecture
Islamic Aesthetics
Yoga And Tantra
Buddhist Aesthetics
Community Engagement
Creative Processes
Curatorial Processes
Southasian Painting
Cinema",Education,Research,,156,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,75.8638884,6,BICAR (Bombay Institute for Critical Analysis and Research,https://www.bicar.org/para-academy,Academic/ Research centre,2019,info@bicar.org,"Offers post graduate certificate courses in Psychoanalysis, Continental thought and Curatorial Practices",Education,Research,,157,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,75.9138884,7,Sparrow: Sound and picture archive for research on Women,https://www.sparrowonline.org/profile.html,NGO,1988,sparrow1988@gmail.com,1. research on women especially in the field of art and culture.,Digital Archive,Research,,158,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,75.9638884,8,Majlis,https://majlislaw.com/,NGO,1991,majlislaw@gmail.com,1. legal and social support to survivors of sexual violence. 2. Advocacy for placing women's and children's right on the public policy agenda,Legal Aid,Support Services,Women's Rights,159,#79A5AE
Maharashtra,19.7514798,75.7138884,19.5514798,76.0138884,9,Centre for education and documentation,https://ced.org.in/,NGO,NA,cedbom@doccentre.net,"1. alternative research, documentation and educational infrastructure in critical areas particularly climate change, economic democracy, knowledge in civil society, new urbanism",Digital Archive,Research,Education,160,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.5638884,10,Gaurav CBO,https://www.facebook.com/Gaurav-CBO-381451278984851/,Community Organisation,2011,gauaravcbo@gmail.com,HIV awareness under the NACO funding especially with msm community. ,HIV/AIDS Prevention,Advocacy,,161,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.6138884,11,queer Ink ,https://www.queer-ink.com/,Publishing House,NA,info@queer-ink.com,"1. developing, publishing and promoting Indian LGBTHQIA+ Literature, in print, across screens and languages. 2. web-based Read & Listen platform 3. QShorts including fiction or non-fiction stories of 5,000 words",Research,LGBTQ Rights,,162,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.6638884,12,Humsafar Trust,https://humsafar.org/,NGO,1994,info@humsafar.org,"1. Health: The Humsafar Trust runs three Targeted Interventions (TIs) supported by NACO-MDACS with an aim to reduce HIV/STI prevalence among Men who have Sex with Men (MSM) and TG/ Hijra communities 
2. Advocacy: Emphasis on sensitization, community mobilisation, media relations, crisis management and policy change. 
3. Capacity Building: Capacity Building of CBO's in Maharashtra, Gujarat, Rajasthan, Goa and MP",HIV/AIDS Prevention,Capacity Building,Advocacy,163,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.7138884,13,LABIA (Lesbians and Bisexuals in Action),https://twitter.com/labia_lbt?lang=en,Community Organisation,1995,NA,"1. Research on queer issues 
2. Publish an annual journal called Scripts since 1998 
3. Counselling services",Research,Advocacy,Support Services,164,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.7638884,14,Qknit,http://theqknit.lgbtq.co.in/,Community Organisation,NA,qknitindia@gmail.com,1. Capacity building for LGBTQIA+ community. 2. Regular bulletins through Queer Samachar,Advocacy,Capacity Building,LGBTQ Rights,165,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.8138884,15,Udaan Trust,https://en.wikipedia.org/wiki/Udaan_Trust,NGO,1992,NA,Multiple programs in the field of HIV/AIDS awareness,HIV/AIDS Prevention,Advocacy,,166,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.8638884,16,CEHAT ,http://www.cehat.org/,NGO,1991,cehatmumbai@gmail.com,"1. Research on health, legislations, patients' rights, women's health, violence and health. 
2. Courses on health and human rights, sexual assault, training of trainers to respond to violence against women. 
3. Advocacy and campaign through filing PILs",Sexual Abuse Prevention,Capacity Building,Gender Sensitisation,167,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.9138884,17,Sneha,https://snehamumbai.org/,NGO,1999,communications@snehamumbai.org,"Programs in the field of Maternal and Newborn Health, Child Health and Nutrition, Empowerment Health and sexuality of Adolescents, Prevention of Violence against women and childern. ",Sexual and Reproductive Health,Advocacy,Sexual Abuse Prevention,168,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,75.9638884,18,The Gender Lab,https://thegenderlab.org/,NGO,NA,fellowship@thegenderlab.org,"1. Research projects on issues of gender-based violence on marginalised communities. 
2. Community service based leadership programme.",Capacity Building,Women's Rights,,169,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6014798,76.0138884,19,Pride Circle,https://www.thepridecircle.com/our-story/,Resource Group,2017,contact@thepridecircle.com,"Organizational Inclusion, Creating Affirming and supportive environment, Employability, Entrepreneurship",LGBTQ Rights,Capacity Building,Advocacy,170,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.5638884,20,Safe City,https://www.safecity.in/,NGO,2012,https://www.safecity.in/contact-us/,"1. Global Diplomacy Lab - Research and praxis in the field of Urban design. 
2. Urban Thinkers Campus- Creating space for dialogues on safe spaces in cities",Research,Sexual Abuse Prevention,Advocacy,171,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.6138884,21,Mariwala Health Initiative,https://mhi.org.in/,Service Provider,2015,contact@mariwalahealthinitiative.org,Mental Health and Suicide Prevention with an emphasis on Queer Affirmative Counselling Practice.,Mental Health,Support Services,,172,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.6638884,22,Equal Community Foundation,https://ecf.org.in/,NGO,2009,https://ecf.org.in/contact/,"1. Action for equality Programme: Gender sensitization for Young boys age13-17 2. 
Raise: Brings together multiple stakeholder to address the issue of gender sensitization amongst young and adolescent boys.",Gender sensitisation,Advocacy,Capacity Building,173,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.7138884,23,Awaaz-e-Niswaan,http://niswaan.org/,NGO,2003,022 26523402,"1.Education - Scholarship for girls, Rehnuma Library and reading circle. 
2. Counselling and paralegal support to women and children facing gender based violence. 
3. Training in the field of sports, Personality Development and Photography",Support Services,Capacity Building,Women's Rights,174,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.7638884,24,Human Rights Law Network ,https://2019.hrln.org/,Service Provider,1989,contact@hrln.org,"Anti trafficking and anti slavery initiative, Campaign against Acid Attack, Campaign against Sexual Harrasment, Childs right initiative, Covid19, Criminal Justice Initiative Right to food Initiative, Right to Education Initiative, Right to Education Initiative, Right to Reproductive rights initiative etc.",Sexual Abuse Prevention,Advocacy,Legal Aid,175,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.8138884,25,SANGRAM,https://www.sangram.org/,NGO,1992,info@sangram.org,"1. Vidrohi Mahila Manch: Works with women and children facing violence 
2. VAMP: Collective of sex workers in Maharashtra and North Karnataka. 
3. Collective of Male and Trans Sex workers 
4. Nazariya: Works with Muslim Women at grassroot level. 
5. Mitra: Collective of Children of sex workers. 
6. Sangram Plus: Support group for HIV Positive women in Maharashtra 
7. CBM: Community based Monitoring Program",Sex Workers,Capacity Building,HIV/AIDS Prevention,176,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.8638884,26,Point of View,https://pointofview.in/,NGO,1996,info@pointofview.org,"1. Gender. Sex. Tech: To equip women, Girls, queers and trans person to freely inhabit digital spaces. 
2. Engendering conversation about disability and sexuality through zines, workshops etc. ",Technology,Advocacy,Disability,177,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.9138884,27,Umang,https://www.facebook.com/umanglbt/,Collective,2009,umanglbt@gmail.com,"1. Advocacy and awareness on issues of sexuality, societal/family pressure, mental & other health concerns",LGBTQ Rights,Advocacy,Support Services,178,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,75.9638884,28,"Transgender Welfare, Equity, and Empowerment Trust (TWEET) Foundation",https://tweetindia.org/,Community Organisation,2015,9953911270,"Advocacy for trans rights, capacity building programs, helpline and health services for Transgenders in India",Capacity Building,LGBTQ Rights,Support Services,179,#79A5AE
Maharashtra,19.7514798,75.7138884,19.6514798,76.0138884,29,"Advanced Centre for women's studies, TISS(Mumbai campus)",https://www.tiss.edu/view/6/mumbai-campus/school-of-development-studies/advanced-centre-for-womens-studies/about-us-25/,Academic/ Research centre,2011,acws@tiss.edu,"MA, Mphil and PhD in Women's Studies. Thrust areas of research include
1. Labour and Migration
2. Caste and Sexuality
3. Gender-based Violence
4. Feminist Methodologies and Ethics
5. Feminist Science and Technology Studies
6. Feminist Approaches to Health
7. Feminist Disability Studies
8. Women and Law -Child Rights
9. Violence Against Women
10. Caste, Class, Gende",Education,Research,,180,#79A5AE
Maharashtra,19.7514798,75.7138884,19.7014798,75.5638884,30,"Tarabai Shinde Women's Studies Centre, Dr. Babasaheb Ambedkar Marathwada University",http://www.bamu.ac.in/ts-wsc/AboutWomensStudyCenter/AboutStudyCentre.aspx,Academic/ Research centre,2005,director.wsc@bamu.ac.in,"MA in Women's Studies, PG Certificate Course in Women's Studies, The Centre also conducts seminars, workshops and Conferences at intra-university level. ( Also publishes academic work in Marathi)",Education,Research,,181,#79A5AE
Maharashtra,19.7514798,75.7138884,19.7014798,75.6138884,31,Samabhavana Society,http://www.samabhavanasociety.org/,NGO,2008,samabhav@samabhavanasociety.org,"1. SMILE: Students mastering important life skills education. 
2. HAI: Healthy Adolescent initiatives 
3. ASTITVA: Art Festival. 
4. DISNEY: Voluntary engagement Program. 
5: Male Child Advocacy: Advocacy and campaign for young and adolescent boys and increasing awareness about male child abuse.",Advocacy,Capacity Building,,182,#79A5AE
Maharashtra,19.7514798,75.7138884,19.7014798,75.6638884,32,The Veshya Anyay Mukti Parishad (VAMP),https://www.nswp.org/members/asia-and-the-pacific/vamp-veshya-anyay-mukti-parishad,NGO,1992,https://www.nswp.org/contact/contact,"1. Oppose Criminalization of Sex work. 
2. Speak out about Violence against sex workers especially by Police, Clients, Institutions, Intimate partners etc. 
3. Challenging Stigma and discrimination against Sex workers. 
4. Advocate for economic empowerment and social inclusion of sex work and sex workers",Sex workers,Advocacy,,183,#79A5AE
Maharashtra,19.7514798,75.7138884,19.7014798,75.7138884,33,Sweekar - The Rainbow Parents,https://www.facebook.com/SweekarTheRainbowParents/,Community Organisation,2017,,"1. Support group for parents of queer persons
2. Counselling, sensitisation, and awareness programs on LGBTQIA [plus] inclusion",Support Services,LGBTQ Rights,Gender Sensitisation,184,#79A5AE
Maharashtra,19.7514798,75.7138884,19.7014798,75.7638884,34,Lawyer's Collective,https://lawyerscollective.org/,Resource Group,1981,aidslaw@lawyerscollective.org,"1. Advocacy, campaigns, and legal services for access to medicine: Affordable medicines and treatment campaigns specially for HIV/AIDS
2. Women's Rights Initiative: Providing legal inputs to organisations involved in the women's movement specially on gender based violence, domestic violence, personal laws, sexual harrassment at the workplace, public interest litigation, and social action interventions
3. Advocacy, campaigns, and legal services for dignity, participation and evidence based policies for drug users
4. Research and legal aid services to People Living with HIV (PLHIV) using a human rights framework
5. Research, campaign and legal aid for Lesbian, Gay, Bisexual, and Transgender rights and the rights of sex workers",Legal Aid,LGBTQ Rights,HIV/AIDS Prevention,185,#79A5AE
Maharashtra,19.7514798,75.7138884,19.7014798,75.8138884,35,Solidarity and Action Against the HIV Infection in India (SAATHII),https://saathii.org/about-saathii/,NGO,2002,info@saathii.org,"1. Technical Operational and Financial assistance to strengthen and expand access to HIV/AIDS,  Maternal and childs health, Legal and social prptection. 2. Advocacy for increased attention and political commitment on Public Health, Implementation of Supreme Court Rulings and acts such as HIV/AIDS Acts. 3. Knowledge transfer and sharing of science, law policy and advocacy updates 4. Networking to bring people from multiple sectors together and foster collaboration. ",HIV/AIDS prevention,Advocacy,Support Services,186,#79A5AE
Manipur,24.6637173,93.9062688,24.6637173,93.9062688,0,All Manipur Nupi Maanbi Association (AMANA),https://www.facebook.com/AMANAMANIPUR/,Non-profit Organisation,,nupimanbi@gmail.com,"1. Advocacy and campaigns for the rights of Transgender people
2. Gender Sensitisation programs
3. Financial aid, legal support and community support services
4. Training workshops on human rights and trans legal rights",Legal aid,support services,LGBTQ rights,187,#79A5AE
Manipur,24.6637173,93.9062688,24.4637173,93.8062688,1,Matai Project,mataiproject.org/,Non-profit Organisation,2019,,"1. Relief work for economically disadvantaged, sexual and gender minority communities
2. Community education programs
3. Trans affirmative programs like workshops on how to apply for Transgender Identification care and certificate",Education,Advocacy,LGBTQ rights,188,#79A5AE
Manipur,24.6637173,93.9062688,24.4637173,93.8562688,2,Ya All,http://www.yaall.org/,Non-profit Organisation,,yaall.manipur@gmail.com,"1. Peer support helpline for issues related to mental health, Sexual Orientation, Gender Identity, and Expression (SOGIE), online bullying, and harassment. 
2. Meitram: Co-working and networking space run by queer individuals working as a resource centre and providing Library, Café, Counseling and short homestay services.
3. Queer Games: Sports events as awareness campaigns of queer identity and rights held in Imphal, Kohima, Mizoram, Darjeeling, and Guwahati
4. Khudol Initiative: Donation drives of books, stationaries, clothes, and other reusable items to people in need
5. Training and capacity building workshops with initiatives like Emerging Queer Leaders Project, Project Seven Sisters, and North East Peer Support Project. 
6. Research on the health needs assessment with a special focus on Sexual Reproductive Health and Rights (SRHR) ",Mental health,Sexual and Reproductive Health,capacity building,189,#79A5AE
Manipur,24.6637173,93.9062688,24.4637173,93.9062688,3,Empowering Trans Ability (ETA),https://www.facebook.com/pages/category/Community/Empowering-Trans-Ability-ETA-Imphal-Manipur-1007664919312869/,Service Provider,2014,,"1. Organisational support and crisis intervention for transmen, lesbians and bisexual women
2. Advocacy for the legal, medical, social, and educational rights of the queer community",Advocacy,Support services,LGBTQ rights,190,#79A5AE
Manipur,24.6637173,93.9062688,24.4637173,93.9562688,4,All Trans Man Association (ATMA),https://www.facebook.com/Pinlaishram/?ref=page_internal,Service Provider,,atmamanipurtransman@gmail.com,"1. Organisational support and crisis intervention for transmen
2. Advocacy for the legal, medical, social, and educational rights of the queer community
3. Awareness campaigns and training programs on legal rights",Advocacy,Support services,LGBTQ rights,191,#79A5AE
Manipur,24.6637173,93.9062688,24.4637173,94.0062688,5,"Women's Studies Centre, Manipur University",,Academic/ Research centre,,,"1. Seminars, workshops, conferences, information dissemination, training, and consultancy with a focus on Gender sensitisation, equality, and gender justice
2. Research",Gender sensitisation,research,capacity building,192,#79A5AE
Manipur,24.6637173,93.9062688,24.4637173,94.0562688,6,Mingsel Foundation,https://www.instagram.com/mingselfoundation/?hl=en,Non-profit Organisation,,mingselfoundation@gmail.com,"1. Advocacy for the rights of LGBTQIA [plus] people and women
2. Documentation, archival, and awareness of Gender Based Violence and Sexual Abuse and violations
3. Educational webinars and discussions on issues like the rights of queer persons, review of Board of Secondary Education Manipur syllabus, sexual harrasment, human rights, and sustainable development",Advocacy,LGBTQ rights,Education,193,#79A5AE
Manipur,24.6637173,93.9062688,24.4637173,94.1062688,7,Forum Of Partner of Transmen and Transmasculine Person of Manipur,https://www.facebook.com/pages/category/Nonprofit-Organization/Forum-Of-Partner-of-Transmen-and-Transmasculine-Person-of-Manipur-104563961855671/,Non-profit Organisation,,,"1. Documention of the lives of transmen and their partners.
2. Support and advocacy group for the rights of transmen. ",Support services,Advocacy,LGBTQ rights,194,#79A5AE
Mehgalaya,25.4670308,91.366216,25.4670308,91.366216,0,Shamakami,https://www.facebook.com/Shamakami-Lam-Jingshai-176022939104547/,Community Organisation,,lamjingshai_2010@yahoo.com,"1. Support and relief work for MSM (Men who have sex with men), Transgender persons, and FSW (Female Sex Worker)
2. Advocacy for the legal, medical, social, and educational rights of the queer community",Support services,Advocacy,LGBTQ rights,195,#79A5AE
