region,name,location,type,activeSince,contact,programs,keywords,comments,lat,lng
West Bengal,"Centre for Women's Studies, Vidhya-Bhavana, Visva Bharati University",http://visvabharati.ac.in/CentreforWomensStudies.html,Academic Research Centre,2009,cwsvb14@gmail.com,"1. Integrated Master of Philosophy and Doctor of Philosophy in Gender and Development with special focus on feminist thoughts, Gender, family, and work, Gender, Health, and Education, and Women, Environment, Religion, and Media, Women in Ancient India, and Women in Literature
2. Research work, public lectures, and workshops on Gender sensitisation and awareness on Violence Against Women
3. Extention programs with other organisations on women's issues","Education, Gender, Research",https://visvabharati.ac.in/file/CWS-AcademicProgramme160215.pdf,23.269974,87.815506
Arunachal Pradesh,"Women Studies and Research Centre, Rajiv Gandhi University",https://rgu.ac.in/women-studies-and-research-centre/,Academic Research Centre,2009,ehansingrgu@yahoo.co.in,"1. Research, documentation, and awareness workshops with a focus on Women, Work, and Land rights, Women and Health, Women and Political Empowerment, Indeigenous Knowledge Systems, and Gender Based Violence
2. Gender sensitisation programs at educational institutes and other spaces like Engaging Men in Promoting Gender Equality
3. Extention programs with other organisations on rural women's experiences along with capacity building and skill development trainings
4. Awareness campaigns on women's rights and training on gender equality","Education, Gender, Research",,28.485129,94.678982
Assam,"Centre for Women's Studies, Dibrugarh University",https://dibru.ac.in/centre-for-womens-studies/,Academic Research Centre,1998,"0373-2370194, nasmeemakhtar@gmail.com","1. Post-Graduacte Certificate course in Women's Studies (2005-20015)
2. Post-Graduacte Diploma course in Women's Studies 
3. Master of Arts in Women's Studies
4. Set up 43 Women's Studies Cell in various colleges affiliated to Dibhrugarh University
5. Research work, documentation, archival, discussions, training programs, community outreach and extention programs with a focus on Violence Against Women, oral history, Gender Sensitization, advocating women’s rights, and varied experiences of women.","Education, Gender, Research",,26.272528,92.877434
Assam,"Chandraprabha Saikiani Centre for Women Studies, Tezpur University",http://www.tezu.ernet.in/wsc/about-us.php,Academic Research Centre,2009,hodwsc@tezu.ernet.in,"1. Post-Graduate Diploma course in Women's Studies
2. Doctor of Philosophy in Women's Studies
3. Elective courses offered under Choice Based Cresit System: Introduction to Women's Studies, Women and Digital Literacy
4. Gender sensitization, capacity building and skill development training programs, awareness programs and community outreach programs on women's rights and gender equality","Education, Gender, Research",,26.272528,92.877434
Assam,"Women's Studies Research Centre, Gauhati University",https://www.gauhati.ac.in/academic/arts/womens-study#nav-10,Academic Research Centre,1989,pollyvauquline@gauhati.ac.in,"1. Master of Arts in Women's Studies
2. Master of Philosophy in Women's Studies
3. Doctor of Philosophy in Women's Studies
4. Certificate course in Gender Studies with a focus on gender socialisation, gender analysis framework, gender based violence, women, health, and labour, gender, citizenship rights, and media representation, women's movement, and feminist research methodology
5. Research, workshops, and discussions on women's issues","Education, Gender, Research",https://drive.google.com/file/d/1i9L-HqW4Ychj6qzfjrF5ScfB287rNhNI/view,26.272528,92.877434
Chhattisgarh,"Centre for Women's Studies, Pt. Ravishankar Shukla University",https://www.prsu.ac.in/academic-departments/utd-departments/Centre-for-Womens-Studies/9,Academic Research Centre,2001,,"1. Gender sensitisation programs and awareness campaigns on issues such as Dowry practice, Gender Based Violence, Women's rights and legal protection
2. Counselling centre for women
3. capacity building, skill development programs, and self defence training workshops","Education, Gender, Research",,21.65204,81.871417
Nagaland,"Women Studies Centre, Nagaland University",https://www.kohima.nagalanduniversity.ac.in/women,Academic Research Centre,2007,nuwsckma@nagalanduniversity.ac.in,"1. Research work, documentation, and archival with a focus on women and literacy, customary laws, women's rights and development, and Violence Against Women
2. Gender sensitisation programs, capacity building skill development trainings, and programs on women's rights
3. Translations into regional dialects and disseminations of women's rights documents","Education, Gender, Research",,26.098769,94.563688
Tripura,"Women's Studies Centre, Tripura University",tripurauniv.ac.in/Page/WomenStudyCentre,Academic Research Centre,2006,0381-2379135 (O),"1. Post-graduate diploma course on Women's Studies
2. Research, documentation, and seminars of women's narratives, Violence Against Women, and Women's Rights, Women and Health and Gender Empowerment
3. Advocacy and awareness campaigns on gender sensitisation, women's rights, and skill development training programs for women","Education, Gender, Research",,23.687391,91.587472
West Bengal,"Women's Studies Research Centre, University of Calcutta",https://www.caluniv.ac.in/academic/women-studies.html,Academic Research Centre,1989,kswsrc@caluniv.ac.in kankana_wsrc@yahoo.co.in,"1. Master of Philosophy in Women's Studies
2. Doctor of Philosophy in Women's Studies
3. Research work with a focus on gender, society, development, history, education, literature, and media studies
4. Conferences, seminars, film screenings, consultation, and lectures on issues like women empowerment, disability studies, Convention on the Elimination of all forms of Discrimination Against Women (CEDAW), Gender and labour, and Gender Based Violence","Education, Gender, Research",,23.269974,87.815506
West Bengal,"Centre for Women's Studies, Raiganj University",https://raiganjuniversity.ac.in/centre-for-womens-studies-cws/,Academic Research Centre,,Dr. Sanjukta Chatterjee,"1. Research, workshops, and lectures with a focus on gender sensitisation, addresing Violence Against Women, and Sexual Harassment at the Workplace
2. Community outreach and extention programs along with NGOs and state government bodies","Education, Gender, Research",,23.269974,87.815506
West Bengal,"Department of Women's Studies, University of North Bengal",https://www.nbu.ac.in/dept/cws.aspx,Academic Research Centre,,ziniamitra@nbu.ac.in,"Master of Arts in Women's Studies with a focus on feminist methodology, pedagogy, theories, and women's rights and law","Education, Gender, Research",,23.269974,87.815506
West Bengal,"Centre for Women's Studies, Rabindra Bharati University",http://www.rbu.ac.in/home/page/69,Academic Research Centre,2008,,"1. Master of Philosophy in Women's Studies
2. Research work with a focus on creating feminist knowledges in the Bengali language and on integrating the gendered lens along with different art forms like painting, dance, music, drama, sculpture etc.","Education, Gender, Research",,23.269974,87.815506
West Bengal,"Women's Studies Centre, Vidyasagar University",http://www.vidyasagar.ac.in/ResearchCentres/Centre_WSC/Default.aspx,Academic Research Centre,2010,wsc@mail.vidyasagar.ac.in,"1. Master of Philosophy in Women's Studies
2. Doctor of Philosophy in Women's Studies
3. Refresher course for faculty members on Gender Women and Society: Debates and Developments, Gender Equity: Status, Ideologies and Future Challenges, and Recent Themes in Women’s Studies: Relevance of a Multidisciplinary Approach
4. Special lectures on Women, Development, and Law, Violence Against Women, Gender Sensitisation programs, and Self Defence workshops","Education, Gender, Research",,23.269974,87.815506
Chhattisgarh,Women Studies for Development Centre,https://ggu.ac.in/gguold/womens_studies_development_centre.html,Academic Research Centre,2005,,"1. Seminars, workshops, conferences, information dissemination, training, and consultancy with a focus on Gender sensitisation, equality, and gender justice
2. Research","Education, Gender, Research",,21.65204,81.871417
Manipur,"Women's Studies Centre, Manipur University",,Academic Research Centre,,,"1. Seminars, workshops, conferences, information dissemination, training, and consultancy with a focus on Gender sensitisation, equality, and gender justice
2. Research","Education, Gender, Research",,24.649936,93.810293
Arunachal Pradesh,Arunachal Pradesh Women's Welfare Society,https://www.apwws1979.org/,NGO,1979,apwws1979@rediffmail.com,"1. Advocacy for women's rights, awareness campaigns and sensitisation programs on issues like women's rights, land rights and Protection of Children from Sexual Offences (POSCO) Act, 2012
2. Water and Sanitation Awareness Project (WATSAN)
3. Recommendations and participation in policy making processes with a focus on gender justice and equality
4. Action Research for women's development and awareness campaigns against issues like Child Marriage/Forced Marriage, and Polygamy.","Advocacy, Women's rights, Research",,28.485129,94.678982
Arunachal Pradesh,Oju Welfare Association,http://owaap.org.in/index.php,NGO,1979,0360 235 1043,"1. Shishu Greh: institutional and non institutional support to orphan children
2. Creche for working women's children
3. Short Stay Home for survivors of Violence Against Women
4. Family Councelling Centre providing preventive counselling and rehabilitative services for women in distress
5. Education complexes for underprivilege children and adult education
6. State Resource Centre Arunachal Pradesh: Action research, literacy training, production, dissemination, and translation of literary materials for adult education
7. Targeted Intervention project with a focus on HIV transmission prevention. ""highest-risk groups, namely truckers, commercial sex workers (CSWs), men who have sex with men (MSMs), and intravenous drug users (IDUs)""","Women and Child development services, Education, Women's rights, Research, HIV/AIDS prevention and care",,28.485129,94.678982
Arunachal Pradesh,Hidden Land Exploration Society,,NGO,2002,,"1. Targeted Intervention on Harm Reduction Services. 
2. Community outreach and mobilization through Peer led approach.
3. Abscess management, STI Management, Harm Reduction Counselling, referral and linkages to various Govt. and Social health facilities like ICTC, ART, DOTS, STI Clinic, PPTCT, VIHAAN, ANP+ etc.","HIV/AIDS prevention and care, Healthcare services",,28.485129,94.678982
West Bengal,Manas Bangla,,Network of MSM and TG CBOs,2003,,"1. Advocacy for gender and sexuality minority rights
2. Male-to-male sexual health program and HIV Control program, targeted interventions among kothi, panthi, dupli, hijra, gay, bisexual men, male commercial sex workers, laundas, and other male entertainment workers. 
3. Awareness programs, skill building trainings, and psychosocial support, counselling and testing centre
4. Drop-in centres across West Bengal","HIV/AIDS prevention and care, Healthcare services",,23.269974,87.815506
West Bengal,Varta Trust,https://vartagensex.org/,Media News Company,2012,vartablog@gmail.com,"1. Orientation, sensitisation, and training sessions for NGOs, educational institutions, government agencies, corporate bodies and other groups / agencies.
2. Varta Community Reporters Training and Citizen Journalism Programme: Six months program on building communication, documentation and journalistic skills among youth and other groups marginalized around gender, sexuality or other social markers.
3. Queer Archival Research chronicling the queer movement in Bengal and India
4. Katha: Queer Kolkata Oral History Project
5. Varta Online Locator: A database of queer friendly health and legal services in India
6. Resources Agencies: Contacts for agencies providing information and support on gender, sexuality and associated issues
7. Research, training, talks, seminars, and awareness campaigns on gender, sexuality, and intimacy","Gender, Sexuality, Research, Resource Centre",https://vartagensex.org/cc-archives/,23.269974,87.815506
West Bengal,Durbar Mahila Samanwaya Committee (DMSC),http://www.durbar.org/,Non-profit organisation,1995,durbar.sonagachi@gmail.com,"1. Advocacy and legal intervention for the rights of sex workers and other marginalized communities.
2. Sensitisation programs and campaigns for administrators and policy makers with the aim to decriminalise and destigmatise sex work, sex workers, and the sex trade environment
3. Development and Health: Combating the HIV pandemic through mobilisation of sex workers, broadening the base of targeted intervention to support and include children, middle man, babus (clients) and other family members of sex workers
4. Development and Education: Helps and offers formal and non-formal education to children of sex workers through: 4.1. Special Study Centre in collaboration with IGNOU offering Bachelor Preparatory Program, Certificate in Food and Nutrition, Master of Arts in Gender and Development Studies
4.2. Rahul Vidhya Niketan: residential home for the children of sex workers at Baruipur
4.3. Sonagachi Research and Training Institute: Research, documentation, and capacity building trainings with a focus on sex workers in Kolkata, HIV/AIDS intervention, children of sex workers, sexual bahavious of middle class women, socio-economic conditions of the LGBT community, etc.
5. Self Regulatory Board: campaigns, dicussions, and actions to remove all criminal activities surrounding sex trade, stop the entery of minor and unwilling trafficked girls into sex trade
6. Komal Gandhar: cultural wing for dance, drama, Music Band, choir, mimes to further the discourse of sex workers' movement in India
7. Durbar Sports: football coaching camps and training complexes for children of sex workers and other interested individuals
8. Banking facility services and assistance in procuring government identification cards","Advocacy, Sex workers' rights, Education, Research",,23.269974,87.815506
Meghalaya,Shamakami,https://www.facebook.com/Shamakami-Lam-Jingshai-176022939104547/,Community Organisation,,lamjingshai_2010@yahoo.com,"1. Support and relief work for MSM (Men who have sex with men), Transgender persons, and FSW (Female Sex Worker)
2. Advocacy for the legal, medical, social, and educational rights of the queer community","Support services, Advocacy for the rights of MSM, TG, FSW",,25.500167,91.457209
Assam,NEThing,https://www.nething.org/,Creative Collective,,hi@nething.org,"1. Feminist Learning Centre: 1.1. Feminist Participatory Action Research with a focus on climate justice and labour's rights
1.2. Training and workshops with a focus on women’s participation on governance and politics, women’s property rights, women’s rights to land and natural resources, labour rights, violence against women, women and law.
1.3. Documentation and archival of women's narratives under the Feminist Learning Centre
2. Creative Collective: workshops, performances, screenings, exhibitions, and other programs for writers, artists,and social activists to discuss society and politics
3. We Write, We Speak: workshops and discussions to further the feminist discourse","Research, Advocacy, Women's rights",,26.272528,92.877434
Assam,Drishti: A Queer Collective,https://www.facebook.com/DrishtiAQueerCollective/,Youth Organisation,2021,drishtiaqueercollective@gmail.com,"1. Advocacy, awareness campaigns, and discussons for the rights of queer individuals. 
2. Community building","Advocacy, Queer rights",,26.272528,92.877434
Assam,"Xobdo: Dialogue, Dignity, Movement Foundation",https://www.instagram.com/xobdo_assam/,Non-profit organisation,2018,,"1. Advocacy, awareness campaigns, and discussions for the rights of LGBTQIA [plus] identifying people with a focus on legal awareness, preventing violence and discrimination.
2. Community building","Advocacy, Queer rights",,26.272528,92.877434
West Bengal,Sruti Disability Rights Centre,https://www.facebook.com/Sruti-Disability-Rights-Centre-311750672203155/,Non-profit organisation,2006,sruti.darc@gmail.com,"Advocacy, campaigns, and inclusive educational discussions for the rights of persons with disabilities with a focus on disability, gender, and sexuality rights","Gender, Sexuality, Disability",,23.269974,87.815506
Assam,"Lambda, IIT Guwahati",https://www.facebook.com/lambdaiitg/,Community Organisation,2018,lambdaiitg@gmail.com,Support group for LGBTQIA+ people in the IIT Guwahati campus.,"Advocacy, Queer rights",,,
Chhattisgarh,"HAQ: Queer Alliance, Hidayatullah National Law University",https://www.facebook.com/allianceforqueers/,Community Organisation,2017?,hnlu.aq@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,,
Meghalaya,LGBTQIA Shillong,https://shillonglgbtqia.wordpress.com/,Community Organisation,,shillong.lgbtq@gmail.com,"1. Documentation and archival of LGBTQIA [plus] narratives.
2. Advocacy, meet-ups and discussions for the rights of LGBTQIA [plus] identifying persons.","Advocacy, Queer rights",,25.500167,91.457209
West Bengal,"Ambar: Gender and Sexual Diversity Resource Group, IIT Kharagpur",https://www.facebook.com/ambar.iitkgp/,Community Organisation,2015,ambar.iitkharagpur@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,23.269974,87.815506
West Bengal,Amra Odbhuth Collective,https://www.facebook.com/amraodbhuth/,LGBTQ Art Collective,2016?,amra.odbhut@gmail.com,"1. Reading and writing workshops
2. Film screenings, art and music gatherings
3. Discussions with a focus on queer and trans narratives","Advocacy, Queer rights, Art and culture",,23.269974,87.815506
West Bengal,People Like Us (PLUS),,NGO,2001,,"1. Counselling, rehabilitation, training, prevention campaigns, and research on HIV and AIDS
2. Prothoma: A Shelter home for the transgender population, LGBTQ community, sex workers, and victims of sex trafficking
3. Awareness campaigns and programs on Sexual Reproductive Health and Rights (SRHR)
4. Intervention in issues related to human trafficking and support services to victims of trafficking","HIV/AIDS prevention and care, Healthcare services, Sexual and Reproductive Health and Rights, Anti-trafficking programs",,23.269974,87.815506
West Bengal,Maitree,,"Network of NGOs, autonomous women’s organisations and women’s rights activists from West Bengal.",1995,,Advocacy and campaigns for gender equality,"Advocacy, Women's rights, Research",,23.269974,87.815506
West Bengal,Parichiti: Making Women Visible,https://www.parichiti.org.in/,NGO,,parichiti@gmail.com,"1. Women Domestic Workers collectives: Advocacy and awareness campaigns for the rights of WDW focusing on issues like formal contracts, workers benefits and social protection
2. Drop-in centres provoding health care and vocational and self defence programs for women living in slum areas
3. Gender sensitisation programs and other awareness campaigns on Violence against Women and Gender Based Violence engaging men's groups","Advocacy, Women Domestic workers' rights, support and health care services",,23.269974,87.815506
West Bengal,Association of Transgender / Hijra in Bengal (ATHB),,Network of organisations and activists working for transgender rights,2013,,Advocacy and campaigns for Hijra rights,"Advocacy, Hijra rights",,23.269974,87.815506
West Bengal,Gokhale Road Bandhan,,Non-profit organisation,2002,,"1. Legal and institutional support to the transgender and hijra community.
2. Capacity building programs and skill development training with a focus on sustainable livelihood.","Legal aid and support services, Advocacy, Trans and Hijra rights",,23.269974,87.815506
West Bengal,Dinajpur Notun Aalo Society,https://dinajpur.herokuapp.com/,Non-profit organisation,2011?,dinajpurnotunaalo@gmail.com,"1. Advocacy for the rights of transgender, hijra, and Men who have sex with Men (MSM) individuals 
2. Network building and awareness campaigns to reduce the vulnerability of Transgender ,Hijra and MSM ( men having sex with men) communities
3. Targeted Intervention project with a focus on HIV transmission prevention.
4. Sensitisation programs","Advocacy for the rights of TG, Hijra, MSM, PLHIV, HIV/AIDS prevention and care",,23.269974,87.815506
West Bengal,Dumdum Swikriti Society,,NGO,,"swikriti2003@hotmail.com
+91 983 174 3608","1. Awareness campaigns and programs with a focus on Human Rights, Legal rights, nutrition, and HIV AIDS
2. Advocacy and support for lesbian, gay, bisexual and transgender persons 
3. counselling services about sexuality and sexual health.","Sexuality, Healthcare",,23.269974,87.815506
West Bengal,Amitie Trust,https://www.facebook.com/amitie.trust,Non-profit organisation,2009,amitie.trust@yahoo.com,"Legal counselling and services to lesbian, gay, bisexual and transgender people","Legal aid and support services, LGBT rights",,23.269974,87.815506
West Bengal,Kolkata Rishta,https://www.facebook.com/Kolkata-Rista-1190601444294299/,Community Organisation,2003,kolkatarista@yahoo.co.in,"1. Peer counselling
2. Crisis management, legal aid and health care referral services (with a focus on HIV/AIDS, STI, STD) to Hijras and other male-to-female trans persons","HIV/AIDS prevention and care, Healthcare services",,23.269974,87.815506
Assam,Xomonnoy,https://www.facebook.com/Xomonnoy/,Non-profit organisation,2018,xomonnoy@gmail.com,"1. Peer counselling and awareness programs on legal rights
2. Mental health, sexual health and legal aid referrals
3. Networking and monthly community meet-ups",Healthcare services,,26.272528,92.877434
West Bengal,Madhya Banglar Samngram,https://www.facebook.com/madhyabanglar.sangram.3/?ref=page_internal,NGO,2017,sangram_06@hotmail.com,"1. Counselling on gender, sexuality and sexual health
2. Referrals for STI/HIV counselling, testing and treatment
3. Anti-violence and crisis intervention support to trans, Hijra, Kothi and gay people in Murshidabad district of West Bengal
4. Journal Padakshep
5. Mass awareness campaigns and other community events, including theatre.","Healthcare services, HIV/AIDS prevention and care",,23.269974,87.815506
Assam,All Adivasi Women's Association of Assam,,Community Organisation,,,Advocacy and campaigns for Adivasi women's rights,"Advocacy, Adivasi women's rights",,26.272528,92.877434
Assam,Sexuality and Gender Equality (SAGE): The Barak Queer Collective,https://www.facebook.com/Sagethebarakqueercollective/,Community Organisation,2021,sagethebarakqueercollective@gmail.com,"1. Documention of queer experiences from the Barak valley 
2. Advocacy for queer rights
3. Sensitisation campaigns through webinars and discussions","Advocacy, Queer rights",,26.272528,92.877434
Manipur,Mingsel Foundation,https://www.instagram.com/mingselfoundation/?hl=en,Non-profit organisation,,mingselfoundation@gmail.com,"1. Advocacy for the rights of LGBTQIA [plus] people and women
2. Documentation, archival, and awareness of Gender Based Violence and Sexual Abuse and violations
3. Educational webinars and discussions on issues like the rights of queer persons, review of Board of Secondary Education Manipur syllabus, sexual harrasment, human rights, and sustainable development","Advocacy, Queer rights, Women's rights, Education",,24.649936,93.810293
Manipur,Forum Of Partner of Transmen and Transmasculine Person of Manipur,https://www.facebook.com/pages/category/Nonprofit-Organization/Forum-Of-Partner-of-Transmen-and-Transmasculine-Person-of-Manipur-104563961855671/,Non-profit organisation,,,"1. Documention of the lives of transmen and their partners.
2. Support and advocacy group for the rights of transmen.","Support services, Advocacy, Transmen's rights",,24.649936,93.810293
West Bengal,West Bengal Forum for Gender and Sexual Minority Rights (WBFGSMR),https://www.facebook.com/wbfgsmr/,Community Organisation,2017,,"1. Advocacy for the rights of people with non-conforming genders and sexualities (GSM)
2. Melas and other cultural events","Gender and Sexual minorities rights, Advocacy, Art and culture",,23.269974,87.815506
Sikkim,Rainbow Hills Association,https://www.facebook.com/RainbowHillsAssociation/,Community Organisation,,rainbowhills19@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,27.584537,88.468692
West Bengal,Miitjyu Society,https://www.facebook.com/Miitjyu-Society-810705295705114/,NGO,2007,,"1. Advocacy for the rights of LGBTQI community with a special focus on MSM individuals
2. Sensitisation programs and awareness campaigns","Advocacy, Sensitisation programs, LGBTQI rights, MSM",,23.269974,87.815506
Bihar,Dostanasafar,https://www.facebook.com/dostanasafar.bihar,Community Organisation,2010,dostanasafar@gmail.com,"1. Advocacy for the rights of transgender and hijra community in Bihar
2. Sensitisation programs","Advocacy, Sensitisation programs, Trans and Hijra rights",,25.708465,85.573398
Mizoram,Lonestar Society,https://www.facebook.com/Lonestar-Society-Mizoram-104547524269789/,Non-Profit organisation,,,"1. Advocacy for the rights of Gender and sexual minorities (GSM)
2. Sensitisation programs and workshops","Advocacy, Queer rights, Sensitisaion programs",,23.543786,92.884718
Nagaland,God is Love Ministry,https://www.facebook.com/godnl7/,,,nagaland.godislove@gmail.com,"1. Advocacy for the rights of LGBTQIA [plus] individuals
2. Community building
3. Sensitisation programs.","Support services, LGBTQIA rights",,26.098769,94.563688
Chhattisgarh,LGBTQ Chhattisgarh,https://www.instagram.com/lgbtqchhattisgarh/?hl=en,Community Organisation,2019,,"1. Advocacy for the rights of GSM
2. Sensitisation workshops and other cultural events like Queer flash mobs","Advocacy, Queer rights, Art and Culture",,21.65204,81.871417
Chhattisgarh,Mitwa Samiti,,NGO,,,"1. Advocacy for the rights of the hijra community
2. Sensitisation programs and capacity building programs
3. Awareness campaigns on HIV / AIDS","Capacity Building programs, HIV/AIDS prevention and care",,21.65204,81.871417
Jharkhand,LGBTQ Jamshedpur,https://www.instagram.com/jamshedpurpride/,Community Organisation,,,"1. Queer rights advocacy and support group
2. Community building","Advocacy, Queer rights",,23.663785,85.143872
West Bengal,"Gender Study Research Group, West Bengal State University",https://www.facebook.com/WBSUGRSG/,Academic Research Centre,,,"Gender and Sexuality Sensitisation Program course, 2019","Gender, Sexuality, Education",,23.269974,87.815506
Nagaland,Guardian Angel,,NGO,,,"1. Advocacy for the rights of the LGBT community in Dimapur
2. Sensitisation programs","Advocacy, Queer rights",,26.098769,94.563688
Assam,Omeo Kumar Das Institute of Social Change and Development,http://www.okd.in/,Academic Research Centre,1989,dkdscd@yahoo.co.in,"1. Research projects on Gender Studies
1.1. Women and Economy in Assam: Liberalization and Women Accessibility to Market
1.2. Making Women Count for Peace: Gender Empowerment and Conflict in South Asia","Gender, Education, Research",,26.272528,92.877434
Maharashtra,The Godrej India Culture Lab,https://indiaculturelab.org/about/,Multi-disciplinary Cultural space,2011,indiaculturelab@godrejinds.com,"1. Leadership programme 2. Summer fellowships to study contemporary issues in India 3. Events on sexuality and gender diversity, gender-themed newsletters","Multi-Disciplinary Cultural space, Advocacy",,19.405779,75.70204
Maharashtra,Jnanapravaha,https://www.jp-india.org/#,Academic Research Centre,2007,info@jp-india.org,"Offers Post Graduate programs in Indian Aesthetics,
Criticism And Theory
Aesthetics, Criticism And Theory (ACT)
Southeast Asian Art And Architecture
Islamic Aesthetics
Yoga And Tantra
Buddhist Aesthetics
Community Engagement
Creative Processes
Curatorial Processes
Southasian Painting
Cinema","Academic space, para-academy, Critical Theory, Art History",,19.405779,75.70204
Maharashtra,BICAR (Bombay Institute for Critical Analysis and Research,https://www.bicar.org/para-academy,Academic Research Centre,2019,info@bicar.org,"Offers post graduate certificate courses in Psychoanalysis, Continental thought and Curatorial Practices","Para-Academy, Critical Theory, Psychoanalysis, Marxist Theory",,19.405779,75.70204
Maharashtra,Sparrow: Sound and picture archive for research on Women,https://www.sparrowonline.org/profile.html,NGO,1988,sparrow1988@gmail.com,Physical and a digital archive for research on women especially in the feild of art and culture.,Digital archive,,19.405779,75.70204
Maharashtra,Majlis,https://majlislaw.com/,NGO,1991,majlislaw@gmail.com,Majlis provides legal and social support to survivors of sexual violence. It also aims at placing women's and children's right on the public policy agenda,"Advocacy, NGO, Law",,19.405779,75.70204
Maharashtra,Centre for education and documentation,https://ced.org.in/,NGO,NA,cedbom@doccentre.net,Repository of contemporary development history,"Repository of development history, Archives",,19.405779,75.70204
Maharashtra,Gaurav CBO,https://www.facebook.com/Gaurav-CBO-381451278984851/,Community Based Organization,2011,gauaravcbo@gmail.com,CBO working for HIV awareness under the NACO funding especially with msm community.,"HIV awareness, CBO, Advocacy, MSM",,19.405779,75.70204
Maharashtra,queer Ink,https://www.queer-ink.com/,Queer Publishing house,NA,info@queer-ink.com,Queer feminist publication based out of Mumbai,Queer Feminist Publication,,19.405779,75.70204
Maharashtra,Humsafar Trust,https://humsafar.org/,NGO,1994,info@humsafar.org,"1. Health: The Humsafar Trust runs three Targeted Interventions (TIs) supported by NACO-MDACS with an aim to reduce HIV/STI prevalence among Men who have Sex with Men (MSM) and TG/ Hijra communities 2. Advocacy: Emphasis on sensitization, community mobilisation, media relations, crisis management and policy change. 3. Capacity Building: Capacity Building of CBO's in Maharashtra, Gujarat, Rajasthan, Goa and MP","HIV awareness, CBO, Advocacy, MSM",,19.405779,75.70204
Maharashtra,LABIA (Lesbians and Bisexuals in Action),https://twitter.com/labia_lbt?lang=en,Community Based Organization,1995,NA,1. Research on queer issues 2. Publish an annual journal called Scripts since 1998 3. Counselling services,"Queer Collective, Advocacy",Previously called Stree Sangam,19.405779,75.70204
Maharashtra,Qknit,http://theqknit.lgbtq.co.in/,Community Based Organization,NA,qknitindia@gmail.com,activism and advocacy,"Queer Collective, Advocacy",,19.405779,75.70204
Maharashtra,Udaan Trust,https://en.wikipedia.org/wiki/Udaan_Trust,NGO,1992,NA,Multiple programs in the feild of HIV/AIDS awareness,"HIV/AIDS awareness, NGO, Advocacy",,19.405779,75.70204
Maharashtra,CEHAT,http://www.cehat.org/,NGO,1991,cehatmumbai@gmail.com,has offered training program to Development Sector Professionals on various themes like intervention for Gender based Violence etc. http://www.cehat.org/trainingandeducation,"Gender based violence, SRH, Feminist Research, Intervention",,19.405779,75.70204
Maharashtra,Sneha,https://snehamumbai.org/,NGO,1999,communications@snehamumbai.org,"Programs in the feild of Maternal and Newborn Health, Child Health and Nutrition, Empowerment Health and sexuality of Adolescents, Prevention of Violence against women and childern.","Maternal Health, Nutrition, Adolescents",,19.405779,75.70204
Maharashtra,The Gender Lab,https://thegenderlab.org/,NGO,NA,fellowship@thegenderlab.org,NA,"Gender, Fellowship",,19.405779,75.70204
Maharashtra,Pride Circle,https://www.thepridecircle.com/our-story/,LGBT employee resource group,2017,contact@thepridecircle.com,"Work primarily in the domain of Organizational Inclusion, Creating Affirming and supportive environment, Employability, Entrepreneurship","Organizational Inclusion, Employability, Entrepreneurship",,19.405779,75.70204
Maharashtra,Safe City,https://www.safecity.in/,NGO,2012,https://www.safecity.in/contact-us/,1. Global Diplomacy Lab - Research and praxis in the feild of Urban design. 2. Urban Thinkers Campus- Creating space for dialogues on safe spaces in cities,"Public spaces, Urban Design, Gender and Violence.",,19.405779,75.70204
Maharashtra,Mariwala Health Initiative,https://mhi.org.in/,Mental Health Funding and advocacy agency,2015,contact@mariwalahealthinitiative.org,works in the feild of Mental Health and Suicide Prevention with an emphasis on Queer Affirmative Counselling Practice.,"Mental Health, Queer Affirmative counselling",,19.405779,75.70204
Maharashtra,Equal Community Foundation,https://ecf.org.in/,NGO,2009,https://ecf.org.in/contact/,1. Action for equality Programme: Gender sensitization for Young boys age13-17 2. Raise: Brings together multiple stakeholder to address the issue of gender sensitization amongst young and adolescent boys.,"Men and Masculinity, Gender sensitization, Adolescent boys",,19.405779,75.70204
Maharashtra,Awaaz-e-Niswaan,http://niswaan.org/,NGO,2003,022 26523402,"Primary areas of focus include 1.Education - Scholarship for girls, Rehnuma Library and reading circle. 2. Counselling and paralegal support to women and children facing gender based violence. 3. Training in the feild of sports, Personality Development and Photography","Gender, Research, Domestic Violence, GBV, Advocacy",working with issues faced by Muslim women in Mumbai,19.405779,75.70204
Gujarat,Anandi,https://anandi-india.org/about-us/#mission-vision,NGO,1995,info@anandi-india.org,"Feild level intervention, Women's Leadership Building, Campaigns and Networking and Feminist Research and Advocacy.","Advocacy, Research",working on Rural livelihood and development issues,23.361661,71.64895
Goa,Video Volunteers,https://www.videovolunteers.org/,NGO,2003,info@videovolunteers.org,"Indiaunheard: Empowering marginalized citizens to use journalism as a tool to voice their interests to authority and demand intervention whenever necessary, They work in the feild of caste, Forced evictions, Covid Relief, Reproductive rights etc.","Advocacy, Citizen Journalism, NGO",,15.353196,74.104396
Gujarat,QueerAbad,https://www.facebook.com/queerabad/,Queer Collective,2018,queerabad@gmail.com,NA,"LGBTQ, Queer Collective",,23.361661,71.64895
